player_id,team_id,start_season,end_season
1629013,1610612751,2020,2020
1629013,1610612752,2024,2024
1629013,1610612756,2021,2022
1629013,1610612764,2023,2023
1630545,1610612750,2024,2024
1630549,1610612751,2021,2024
1631101,1610612757,2022,2024
1642347,1610612761,2024,2024
1641767,1610612754,2023,2024
1642263,1610612745,2024,2024
1627783,1610612754,2023,2024
1627783,1610612761,2020,2023
1627732,1610612746,2024,2024
1627732,1610612751,2022,2024
1627732,1610612755,2019,2020
1629014,1610612757,2020,2024
1642354,1610612766,2024,2024
1630579,1610612749,2024,2024
1630579,1610612752,2021,2024
203935,1610612738,2020,2022
203935,1610612763,2023,2024
203935,1610612764,2024,2024
1630696,1610612748,2022,2024
1630696,1610612751,2022,2022
1630188,1610612741,2024,2024
1630188,1610612754,2021,2023
1630188,1610612756,2020,2021
1642449,1610612765,2024,2024
1641890,1610612749,2024,2024
1631095,1610612745,2022,2024
1641733,1610612766,2023,2024
1631110,1610612759,2022,2024
1642285,1610612763,2024,2024
1630311,1610612744,2023,2024
1630531,1610612738,2023,2024
1630531,1610612755,2021,2023
1630531,1610612762,2024,2024
1641815,1610612748,2024,2024
1630205,1610612738,2023,2023
1630205,1610612739,2020,2022
1630205,1610612763,2023,2024
1630191,1610612765,2020,2024
1631124,1610612743,2023,2024
1629622,1610612739,2023,2024
1629622,1610612748,2020,2022
1630591,1610612753,2021,2024
1631306,1610612747,2022,2022
1631306,1610612748,2023,2023
1631306,1610612761,2024,2024
1631306,1610612765,2024,2024
1630256,1610612745,2020,2024
1628369,1610612738,2020,2024
1630678,1610612741,2022,2023
1630678,1610612754,2021,2022
1630678,1610612758,2024,2024
202066,1610612740,2021,2022
202066,1610612741,2020,2020
202066,1610612761,2023,2024
1631207,1610612741,2022,2024
1628464,1610612738,2020,2021
1628464,1610612740,2024,2024
1628464,1610612741,2020,2020
1628464,1610612745,2021,2021
1628464,1610612746,2023,2023
1628464,1610612754,2022,2023
1630560,1610612751,2021,2024
1641708,1610612745,2023,2024
1641709,1610612765,2023,2024
202691,1610612742,2024,2024
202691,1610612744,2018,2023
202684,1610612738,2020,2020
202684,1610612739,2019,2024
202684,1610612741,2021,2021
202684,1610612754,2021,2021
202684,1610612758,2021,2021
1630550,1610612739,2024,2024
1630550,1610612764,2024,2024
1630550,1610612766,2021,2023
1629680,1610612755,2020,2022
1629680,1610612757,2022,2024
1630214,1610612738,2023,2024
1630214,1610612763,2020,2023
1631166,1610612751,2024,2024
1641772,1610612739,2024,2024
1631210,1610612737,2024,2024
1631210,1610612752,2023,2024
1630167,1610612752,2020,2022
1630167,1610612754,2023,2024
1626157,1610612750,2020,2023
1626157,1610612752,2024,2024
1642422,1610612747,2024,2024
1631247,1610612739,2024,2024
1629018,1610612749,2024,2024
1629018,1610612757,2020,2020
1629018,1610612761,2020,2023
1631131,1610612754,2023,2023
1631131,1610612762,2024,2024
200782,1610612745,2020,2020
200782,1610612746,2023,2023
200782,1610612748,2021,2021
200782,1610612749,2020,2020
200782,1610612752,2024,2024
200782,1610612755,2022,2023
1626167,1610612754,2020,2024
1641816,1610612743,2023,2024
1642281,1610612739,2024,2024
1630649,1610612749,2024,2024
1630649,1610612765,2022,2023
202685,1610612740,2021,2023
202685,1610612758,2024,2024
202685,1610612763,2020,2020
202685,1610612764,2024,2024
1627832,1610612745,2023,2024
1627832,1610612761,2020,2022
1629020,1610612747,2022,2024
1629020,1610612750,2020,2021
1629020,1610612762,2022,2022
1630170,1610612759,2020,2024
1629216,1610612747,2023,2024
1629216,1610612748,2020,2022
1641774,1610612764,2023,2024
202696,1610612741,2020,2024
202696,1610612753,2020,2020
1629731,1610612739,2020,2024
1630532,1610612753,2021,2024
1629021,1610612738,2020,2020
1629021,1610612753,2020,2024
1629021,1610612764,2020,2020
1631133,1610612757,2022,2024
1641716,1610612754,2023,2024
1629022,1610612747,2022,2022
1629022,1610612751,2023,2023
1629022,1610612755,2024,2024
1629022,1610612759,2020,2021
1641717,1610612760,2023,2024
1630811,1610612737,2024,2024
1641775,1610612738,2023,2024
1642266,1610612761,2024,2024
1642276,1610612748,2024,2024
1629023,1610612742,2023,2024
1629023,1610612766,2020,2023
1631102,1610612745,2022,2022
1631102,1610612749,2023,2023
1631102,1610612756,2024,2024
1630322,1610612744,2024,2024
1630322,1610612760,2021,2023
1630322,1610612765,2024,2024
1630570,1610612751,2023,2024
1630570,1610612757,2021,2022
1641817,1610612752,2024,2024
1631212,1610612743,2022,2024
1642377,1610612763,2024,2024
1641705,1610612759,2023,2024
1631104,1610612759,2022,2024
201566,1610612743,2024,2024
201566,1610612746,2022,2023
201566,1610612747,2021,2022
201566,1610612764,2020,2020
1630762,1610612755,2024,2024
1629632,1610612741,2020,2024
1628401,1610612738,2021,2024
1628401,1610612759,2020,2021
1641727,1610612751,2023,2024
1641715,1610612745,2023,2024
1630598,1610612760,2021,2024
203952,1610612744,2020,2024
203952,1610612748,2024,2024
1631214,1610612748,2023,2023
1631214,1610612751,2022,2022
1631214,1610612765,2024,2024
1630314,1610612742,2023,2024
1630314,1610612757,2021,2021
1642262,1610612762,2024,2024
1629684,1610612738,2020,2022
1629684,1610612742,2023,2023
1629684,1610612766,2023,2024
1631114,1610612760,2022,2024
1631119,1610612760,2022,2024
1629026,1610612760,2020,2024
1631109,1610612766,2022,2024
1631466,1610612745,2023,2024
1631466,1610612757,2022,2022
1630172,1610612741,2020,2024
1630533,1610612751,2024,2024
1630533,1610612763,2021,2023
1629057,1610612738,2020,2022
1629057,1610612757,2023,2024
1631246,1610612763,2022,2024
1629627,1610612740,2019,2024
1630592,1610612751,2023,2024
1630164,1610612744,2020,2022
1630164,1610612754,2024,2024
1630164,1610612765,2022,2023
1631209,1610612754,2023,2023
1631209,1610612766,2024,2024
1626153,1610612737,2021,2021
1626153,1610612748,2023,2023
1626153,1610612749,2024,2024
1626153,1610612752,2024,2024
1626153,1610612758,2020,2020
1626153,1610612764,2022,2023
1626153,1610612765,2020,2020
1627824,1610612738,2017,2018
1627824,1610612755,2024,2024
1642385,1610612751,2024,2024
1642443,1610612741,2024,2024
1629027,1610612737,2020,2024
1627826,1610612746,2020,2024
1641783,1610612753,2024,2024
1628427,1610612743,2019,2024
203967,1610612743,2024,2024
203967,1610612744,2023,2023
203967,1610612756,2019,2022
203967,1610612760,2022,2022
