player_id,team_id,start_season,end_season
203497,1610612750,2022,2024
203497,1610612762,2020,2021
1630692,1610612747,2024,2024
1630692,1610612756,2023,2023
1630692,1610612763,2023,2023
1630692,1610612764,2021,2022
203932,1610612743,2020,2024
203932,1610612753,2020,2020
201569,1610612745,2020,2022
201569,1610612746,2022,2022
201569,1610612755,2024,2024
201569,1610612756,2023,2023
1641789,1610612742,2024,2024
203924,1610612757,2022,2024
203924,1610612765,2020,2021
1631260,1610612749,2022,2024
203110,1610612744,2020,2024
1630224,1610612745,2021,2024
1629750,1610612738,2020,2020
1629750,1610612739,2024,2024
1629750,1610612740,2024,2024
1629750,1610612741,2020,2023
201145,1610612743,2021,2022
201145,1610612745,2023,2024
201145,1610612751,2020,2020
1630182,1610612742,2020,2023
1630182,1610612766,2024,2024
1629656,1610612742,2024,2024
1629656,1610612752,2021,2023
1629656,1610612755,2024,2024
1629656,1610612765,2023,2023
1631243,1610612737,2023,2024
1629060,1610612747,2022,2024
1629060,1610612764,2020,2022
1630169,1610612754,2021,2024
1630169,1610612758,2020,2021
1641790,1610612743,2024,2024
203501,1610612742,2020,2023
203501,1610612765,2024,2024
201935,1610612745,2020,2020
201935,1610612746,2023,2024
201935,1610612751,2020,2021
201935,1610612755,2021,2022
1630702,1610612742,2022,2024
1641989,1610612762,2024,2024
1631199,1610612761,2022,2023
1631199,1610612765,2024,2024
203914,1610612743,2020,2020
203914,1610612753,2020,2024
202699,1610612755,2020,2023
202699,1610612765,2024,2024
1628404,1610612740,2020,2021
1628404,1610612752,2022,2024
1628404,1610612757,2021,2022
1628392,1610612739,2020,2020
1628392,1610612743,2020,2020
1628392,1610612746,2021,2021
1628392,1610612752,2022,2023
1628392,1610612760,2024,2024
1630573,1610612738,2021,2024
1641722,1610612740,2023,2024
1629637,1610612740,2020,2022
1629637,1610612747,2023,2024
1630165,1610612751,2024,2024
1630165,1610612765,2020,2023
1630703,1610612757,2023,2024
1641707,1610612762,2023,2024
1629639,1610612748,2020,2024
1627741,1610612744,2024,2024
1627741,1610612754,2021,2023
1627741,1610612755,2023,2023
1627741,1610612758,2020,2021
1629312,1610612748,2021,2024
1629312,1610612755,2018,2018
1628988,1610612737,2022,2022
1628988,1610612745,2023,2024
1628988,1610612754,2020,2020
1628988,1610612756,2021,2021
1628988,1610612764,2021,2021
201950,1610612738,2023,2024
201950,1610612749,2020,2022
1641842,1610612765,2024,2024
1626158,1610612742,2023,2023
1626158,1610612758,2020,2022
1626158,1610612764,2023,2024
1631096,1610612760,2023,2024
1641720,1610612747,2023,2024
1641720,1610612755,2024,2024
201143,1610612738,2021,2024
201143,1610612760,2020,2020
1629659,1610612741,2024,2024
1629659,1610612747,2020,2021
1629659,1610612762,2022,2023
1631216,1610612753,2022,2024
1641724,1610612753,2023,2024
1628989,1610612737,2020,2021
1628989,1610612741,2024,2024
1628989,1610612758,2022,2024
1630643,1610612743,2023,2023
1630643,1610612747,2021,2021
1630643,1610612763,2024,2024
1630643,1610612764,2022,2022
1630574,1610612752,2024,2024
1629631,1610612737,2020,2024
1629631,1610612739,2024,2024
1630538,1610612743,2021,2022
1630538,1610612746,2022,2024
1630538,1610612750,2024,2024
1642345,1610612756,2024,2024
204060,1610612749,2022,2022
204060,1610612750,2024,2024
204060,1610612753,2023,2023
204060,1610612762,2020,2021
1627742,1610612740,2020,2024
1631127,1610612759,2024,2024
202681,1610612742,2022,2024
202681,1610612751,2020,2022
1628371,1610612753,2018,2024
1631093,1610612765,2022,2024
1641713,1610612763,2023,2024
1630543,1610612754,2021,2024
1631245,1610612754,2023,2024
1631245,1610612764,2022,2022
202704,1610612743,2022,2023
202704,1610612746,2020,2022
202704,1610612755,2024,2024
1641748,1610612749,2023,2024
1628991,1610612763,2020,2024
1631218,1610612744,2023,2024
1642355,1610612747,2024,2024
2544,1610612747,2020,2024
1631170,1610612748,2023,2024
1629610,1610612745,2020,2020
1629610,1610612752,2023,2023
1629610,1610612758,2019,2020
1629610,1610612763,2021,2021
1629610,1610612766,2024,2024
1641998,1610612740,2024,2024
1641998,1610612747,2024,2024
1641998,1610612763,2023,2023
1641998,1610612764,2023,2023
1642450,1610612765,2024,2024
1629660,1610612739,2023,2024
1629660,1610612744,2022,2022
1629660,1610612760,2020,2021
1630198,1610612755,2020,2021
1630198,1610612760,2022,2024
1642358,1610612749,2024,2024
1642358,1610612764,2024,2024
1629661,1610612751,2022,2024
1629661,1610612756,2020,2022
1630552,1610612737,2021,2024
201949,1610612740,2020,2020
201949,1610612742,2020,2020
201949,1610612751,2021,2021
201949,1610612754,2022,2024
1629640,1610612759,2020,2024
1630553,1610612746,2021,2021
1630553,1610612751,2023,2024
1630553,1610612757,2021,2022
1642352,1610612748,2024,2024
203999,1610612743,2020,2024
1641732,1610612758,2023,2024
1641732,1610612764,2024,2024
1641794,1610612760,2024,2024
1630529,1610612740,2021,2024
1642403,1610612758,2024,2024
1630539,1610612742,2024,2024
1630539,1610612746,2024,2024
1630539,1610612766,2021,2022
1630222,1610612745,2020,2020
1630222,1610612747,2021,2021
1630222,1610612755,2020,2020
1630222,1610612758,2023,2024
1642461,1610612743,2024,2024
1630200,1610612741,2024,2024
1630200,1610612759,2020,2024
1626145,1610612756,2024,2024
1626145,1610612763,2020,2022
1626145,1610612764,2023,2023
1627884,1610612741,2021,2022
1627884,1610612742,2023,2023
1627884,1610612746,2024,2024
1627884,1610612757,2020,2020
201599,1610612743,2022,2024
201599,1610612747,2021,2021
201599,1610612751,2020,2020
201599,1610612755,2021,2021
202709,1610612744,2023,2023
202709,1610612753,2024,2024
202709,1610612758,2020,2020
202709,1610612765,2020,2022
1631107,1610612748,2022,2024
1630548,1610612762,2022,2024
1642530,1610612763,2024,2024
1630283,1610612740,2024,2024
1630283,1610612742,2024,2024
1628379,1610612746,2020,2022
1628379,1610612763,2022,2024
1631117,1610612762,2022,2024
1630296,1610612743,2023,2023
1630296,1610612744,2024,2024
1630296,1610612755,2021,2021
1630296,1610612765,2021,2022
1630557,1610612764,2021,2024
1628467,1610612742,2020,2024
1641752,1610612765,2024,2024
1642261,1610612747,2024,2024
1628995,1610612737,2021,2021
1628995,1610612744,2024,2024
1628995,1610612752,2020,2021
1628995,1610612757,2022,2022
1628995,1610612765,2022,2023
1642278,1610612752,2024,2024
1631132,1610612747,2024,2024
1631132,1610612761,2022,2022
1629723,1610612763,2020,2024
1628436,1610612738,2020,2024
1628436,1610612739,2021,2021
1628436,1610612741,2020,2020
1628436,1610612749,2021,2021
1630249,1610612737,2022,2024
1630249,1610612760,2021,2021
1630228,1610612744,2021,2024
1628398,1610612747,2020,2020
1628398,1610612749,2024,2024
1628398,1610612764,2021,2024
1631222,1610612758,2024,2024
1631222,1610612763,2022,2024
203897,1610612741,2020,2024
203897,1610612758,2024,2024
1627746,1610612757,2018,2019
1627746,1610612758,2016,2024
1629111,1610612745,2023,2024
1629111,1610612756,2022,2022
1629111,1610612759,2021,2021
1641796,1610612748,2024,2024
1630639,1610612742,2022,2023
1630639,1610612750,2022,2022
1630639,1610612761,2024,2024
1627747,1610612737,2024,2024
1627747,1610612739,2021,2024
1627747,1610612751,2020,2020
1627747,1610612754,2020,2021
1627814,1610612744,2019,2021
1627814,1610612756,2022,2024
203458,1610612747,2024,2024
203458,1610612758,2021,2024
203458,1610612761,2020,2020
203458,1610612764,2020,2020
202695,1610612746,2019,2024
1642502,1610612760,2024,2024
1641721,1610612747,2023,2024
1641721,1610612751,2024,2024
1630604,1610612740,2023,2023
1630604,1610612741,2024,2024
203081,1610612749,2023,2024
203081,1610612757,2020,2022
1641726,1610612742,2023,2024
1641753,1610612749,2023,2024
1626172,1610612744,2020,2024
201572,1610612749,2020,2024
201567,1610612739,2020,2022
201567,1610612748,2022,2024
200768,1610612748,2021,2023
200768,1610612755,2023,2024
200768,1610612761,2020,2020
1641754,1610612737,2023,2023
1626168,1610612758,2021,2024
1626168,1610612759,2020,2020
1626168,1610612765,2021,2021
1630572,1610612749,2021,2022
1630572,1610612759,2022,2024
1629611,1610612737,2024,2024
1629611,1610612746,2020,2024
1630544,1610612760,2021,2023
1630544,1610612766,2023,2024
1628374,1610612739,2021,2021
1628374,1610612741,2020,2020
1628374,1610612762,2022,2024
1630230,1610612740,2020,2023
1630230,1610612742,2024,2024
1628997,1610612742,2024,2024
1628997,1610612748,2021,2023
1628997,1610612755,2024,2024
1628997,1610612766,2020,2020
1628998,1610612756,2024,2024
1628998,1610612766,2020,2024
1641798,1610612751,2024,2024
1641798,1610612764,2024,2024
1630231,1610612745,2020,2022
1630231,1610612746,2023,2023
1630231,1610612755,2023,2024
1630231,1610612762,2024,2024
1631213,1610612737,2022,2022
1631213,1610612751,2024,2024
1629726,1610612737,2022,2024
1629726,1610612745,2021,2022
1629726,1610612764,2020,2020
1631097,1610612754,2022,2024
1631255,1610612740,2024,2024
1630178,1610612755,2020,2024
1630540,1610612752,2021,2024
1642272,1610612755,2024,2024
1630644,1610612741,2021,2021
1630644,1610612747,2021,2021
1630644,1610612753,2024,2024
1630644,1610612755,2022,2022
203468,1610612740,2021,2024
203468,1610612757,2020,2021
204456,1610612754,2020,2024
1641755,1610612752,2024,2024
1630183,1610612750,2020,2024
1629667,1610612755,2022,2022
1629667,1610612761,2023,2023
1629667,1610612764,2024,2024
1629667,1610612766,2020,2022
203926,1610612754,2020,2023
203926,1610612758,2024,2024
203926,1610612759,2021,2023
1631121,1610612757,2024,2024
1631121,1610612766,2022,2023
1629162,1610612750,2020,2023
1629162,1610612758,2024,2024
1629162,1610612759,2024,2024
1629098,1610612745,2024,2024
1629001,1610612744,2024,2024
1629001,1610612755,2022,2023
1629001,1610612763,2020,2021
1630241,1610612739,2022,2024
1630241,1610612749,2020,2020
1630241,1610612763,2021,2021
203995,1610612756,2024,2024
203995,1610612760,2023,2023
203995,1610612766,2023,2024
203114,1610612749,2020,2024
203114,1610612764,2024,2024
1641706,1610612766,2023,2024
1641801,1610612741,2024,2024
1641757,1610612746,2023,2024
1631159,1610612750,2023,2024
201988,1610612737,2023,2023
201988,1610612746,2024,2024
201988,1610612748,2023,2023
201988,1610612751,2021,2022
201988,1610612759,2020,2020
201988,1610612762,2024,2024
1629003,1610612747,2024,2024
1629003,1610612750,2023,2023
1629003,1610612751,2024,2024
1629003,1610612752,2023,2023
1629003,1610612755,2020,2022
1629003,1610612765,2023,2023
1631303,1610612757,2022,2024
1642434,1610612759,2024,2024
1631169,1610612750,2022,2024
1642274,1610612740,2024,2024
1642349,1610612760,2024,2024
1630558,1610612748,2024,2024
1630558,1610612758,2021,2023
1630558,1610612761,2024,2024
1628378,1610612739,2022,2024
1628378,1610612762,2020,2021
1630596,1610612739,2021,2024
1642367,1610612761,2024,2024
1628370,1610612747,2021,2021
1628370,1610612758,2022,2024
1628370,1610612766,2020,2020
1630541,1610612744,2021,2024
1631386,1610612757,2023,2024
1631111,1610612750,2022,2023
1631111,1610612765,2024,2024
1631111,1610612766,2024,2024
1629630,1610612763,2020,2024
202693,1610612742,2022,2024
202693,1610612747,2020,2024
202693,1610612748,2021,2021
202693,1610612751,2022,2022
1628420,1610612743,2020,2021
1628420,1610612750,2023,2023
1628420,1610612756,2024,2024
1628420,1610612764,2022,2022
1628420,1610612765,2023,2023
1630530,1610612740,2021,2024
1627749,1610612737,2022,2023
1627749,1610612740,2024,2024
1627749,1610612759,2020,2021
1627750,1610612743,2019,2024
1631099,1610612758,2022,2024
1631200,1610612757,2023,2024
1629004,1610612738,2023,2023
1629004,1610612752,2022,2022
1629004,1610612760,2020,2020
1629004,1610612761,2021,2021
1629004,1610612762,2024,2024
1629004,1610612765,2020,2020
1629004,1610612766,2022,2022
1631250,1610612739,2023,2023
1631250,1610612749,2024,2024
1631250,1610612755,2024,2024
1626204,1610612737,2024,2024
1626204,1610612739,2020,2020
1626204,1610612740,2021,2023
1626204,1610612757,2021,2021
1629614,1610612754,2022,2024
1630174,1610612738,2020,2021
1630174,1610612754,2022,2024
1641803,1610612750,2024,2024
1641803,1610612754,2024,2024
1627777,1610612737,2024,2024
1627777,1610612739,2023,2024
1627777,1610612755,2021,2022
1627777,1610612762,2020,2020
1630227,1610612745,2021,2022
1630227,1610612750,2023,2024
1630192,1610612743,2020,2024
1641936,1610612738,2024,2024
1629669,1610612740,2024,2024
1629669,1610612750,2020,2022
1629669,1610612763,2023,2023
1629669,1610612765,2023,2023
203994,1610612756,2023,2024
203994,1610612757,2020,2022
203994,1610612766,2024,2024
1626220,1610612751,2022,2023
1626220,1610612756,2023,2024
1626220,1610612762,2020,2021
1626143,1610612740,2018,2019
1626143,1610612751,2017,2017
1626143,1610612754,2024,2024
1626143,1610612755,2017,2017
1626143,1610612765,2020,2020
1629643,1610612739,2024,2024
1629643,1610612753,2020,2023
1629643,1610612755,2024,2024
1629006,1610612750,2020,2021
1629006,1610612756,2022,2024
1629006,1610612766,2024,2024
1630168,1610612737,2020,2024
1630171,1610612739,2020,2024
1642439,1610612747,2024,2024
203482,1610612740,2024,2024
203482,1610612745,2020,2020
203482,1610612748,2020,2020
203482,1610612761,2023,2024
203482,1610612762,2022,2023
203482,1610612765,2021,2021
1626162,1610612744,2020,2020
1626162,1610612755,2023,2024
1626162,1610612766,2021,2022
101108,1610612744,2023,2023
101108,1610612756,2020,2022
101108,1610612759,2024,2024
1626166,1610612749,2023,2023
1626166,1610612752,2024,2024
1626166,1610612755,2023,2023
1626166,1610612756,2020,2022
203901,1610612740,2018,2024
203901,1610612752,2019,2020
203901,1610612756,2021,2021
203901,1610612766,2024,2024
1627780,1610612744,2020,2024
1627780,1610612757,2022,2022
1641809,1610612738,2023,2024
1641763,1610612741,2023,2024
1629618,1610612743,2023,2024
1630590,1610612747,2022,2022
1630590,1610612763,2023,2024
1631342,1610612737,2024,2024
203486,1610612746,2022,2023
203486,1610612756,2024,2024
203486,1610612765,2020,2020
203486,1610612766,2021,2022
1641764,1610612744,2023,2024
1627751,1610612759,2020,2022
1627751,1610612761,2022,2024
1629673,1610612744,2020,2022
1629673,1610612764,2023,2024
1641854,1610612739,2023,2024
1629645,1610612739,2019,2019
1629645,1610612745,2020,2022
1629645,1610612746,2024,2024
1629645,1610612749,2024,2024
1629008,1610612743,2020,2024
1626171,1610612749,2020,2024
204001,1610612738,2023,2024
204001,1610612742,2020,2021
204001,1610612764,2021,2022
1642366,1610612744,2024,2024
1630695,1610612762,2022,2024
1630695,1610612765,2021,2021
203939,1610612742,2020,2024
1626181,1610612746,2021,2024
1626181,1610612757,2020,2021
1626181,1610612761,2020,2020
1627752,1610612739,2020,2020
1627752,1610612747,2023,2023
1627752,1610612749,2024,2024
1627752,1610612750,2021,2022
1627752,1610612751,2020,2020
1630202,1610612738,2020,2024
1641765,1610612742,2023,2024
1642389,1610612763,2024,2024
1630243,1610612745,2021,2021
1630243,1610612753,2023,2024
1630243,1610612754,2022,2022
1629674,1610612738,2023,2024
1629674,1610612758,2021,2022
1630193,1610612752,2020,2023
1630193,1610612761,2023,2024
1631311,1610612740,2024,2024
1631311,1610612744,2022,2023
1631311,1610612755,2024,2024
203944,1610612750,2024,2024
203944,1610612752,2020,2023
1641871,1610612757,2023,2024
1630559,1610612747,2021,2024
1629629,1610612737,2020,2021
1629629,1610612747,2023,2024
1629629,1610612752,2021,2022
1629629,1610612757,2022,2022
1630194,1610612755,2020,2023
1630194,1610612765,2024,2024
1642024,1610612755,2024,2024
1642024,1610612760,2024,2024
1641810,1610612740,2024,2024
1629675,1610612750,2020,2024
1631197,1610612761,2024,2024
1631197,1610612765,2022,2023
1631197,1610612766,2024,2024
1630208,1610612756,2024,2024
1630208,1610612766,2020,2024
1626196,1610612738,2021,2021
1626196,1610612740,2022,2022
1626196,1610612742,2020,2020
1626196,1610612748,2023,2024
1626196,1610612759,2021,2022
1642258,1610612737,2024,2024
1641857,1610612749,2024,2024
1629130,1610612748,2020,2024
1629011,1610612752,2020,2024
1631115,1610612748,2022,2023
1631115,1610612758,2024,2024
1631115,1610612761,2024,2024
1630526,1610612740,2023,2024
1630526,1610612760,2021,2022
1631223,1610612737,2024,2024
1631223,1610612745,2024,2024
1631223,1610612755,2024,2024
1631223,1610612756,2023,2023
1631223,1610612763,2022,2023
1631157,1610612744,2022,2022
1631157,1610612749,2023,2024
1631157,1610612764,2023,2023
1642050,1610612744,2024,2024
1626179,1610612748,2023,2024
1626179,1610612766,2020,2023
1641712,1610612757,2023,2024
1626156,1610612747,2022,2024
1626156,1610612750,2020,2022
1626156,1610612751,2024,2024
1630346,1610612738,2021,2021
1630346,1610612740,2023,2023
1630346,1610612747,2022,2022
1630346,1610612750,2022,2022
1630346,1610612752,2024,2024
1627734,1610612754,2020,2021
1627734,1610612758,2021,2024
1642275,1610612766,2024,2024
1641766,1610612741,2023,2024
1630611,1610612744,2023,2024
1642259,1610612764,2024,2024
1631204,1610612765,2023,2024
1631248,1610612738,2024,2024
203471,1610612738,2021,2021
203471,1610612744,2024,2024
203471,1610612745,2021,2021
203471,1610612747,2020,2022
203471,1610612751,2023,2024
203471,1610612761,2023,2023
203471,1610612765,2024,2024
1630578,1610612745,2021,2024
1641729,1610612762,2023,2024
1629012,1610612739,2020,2021
1629012,1610612762,2022,2024
