player_id,player_name,birth_date,position,is_active,weight,height,draft_year
1630574,Ariel Hukporti,2002-04-12T00:00:00,Center,1,246,6-11,2024
1629631,De'Andre Hunter,1997-12-02T00:00:00,Forward-Guard,1,221,6-8,2019
1630538,Bones Hyland,2000-09-14T00:00:00,Guard,1,169,6-2,2021
1642345,Oso Ighodaro,2002-07-14T00:00:00,Forward,1,235,7-0,2024
204060,Joe Ingles,1987-10-02T00:00:00,Forward-Guard,1,220,6-8,Undrafted
1627742,Brandon Ingram,1997-09-02T00:00:00,Forward,1,190,6-8,2016
1631127,Harrison Ingram,2002-11-27T00:00:00,Forward,1,230,6-5,2024
202681,Kyrie Irving,1992-03-23T00:00:00,Guard,1,195,6-2,2011
1628371,Jonathan Isaac,1997-10-03T00:00:00,Forward,1,230,6-10,2017
1631093,Jaden Ivey,2002-02-13T00:00:00,Guard,1,195,6-4,2022
1641713,GG Jackson,2004-12-17T00:00:00,Forward,1,210,6-9,2023
1630543,Isaiah Jackson,2002-01-10T00:00:00,Forward,1,205,6-9,2021
1631245,Quenton Jackson,1998-09-15T00:00:00,Guard,1,173,6-5,Undrafted
202704,Reggie Jackson,1990-04-16T00:00:00,Guard,0,208,6-2,2011
1641748,Andre Jackson Jr.,2001-11-13T00:00:00,Guard,1,209,6-6,2023
1628991,Jaren Jackson Jr.,1999-09-15T00:00:00,Forward-Center,1,242,6-10,2018
1631218,Trayce Jackson-Davis,2000-02-22T00:00:00,Forward,1,245,6-9,2023
1642355,Bronny James,2004-10-06T00:00:00,Guard,1,210,6-3,2024
2544,LeBron James,1984-12-30T00:00:00,Forward,1,250,6-9,2003
1631170,Jaime Jaquez Jr.,2001-02-18T00:00:00,Guard,1,225,6-6,2023
1629610,DaQuan Jeffries,1997-08-30T00:00:00,Guard-Forward,1,222,6-5,Undrafted
1641998,Trey Jemison III,1999-11-28T00:00:00,Center,1,270,6-11,Undrafted
1642450,Daniss Jenkins,2001-08-17T00:00:00,Guard,1,165,6-3,Undrafted
1629660,Ty Jerome,1997-07-08T00:00:00,Guard-Forward,1,195,6-5,2019
1630198,Isaiah Joe,1999-07-02T00:00:00,Guard,1,165,6-3,2020
1642358,AJ Johnson,2004-12-01T00:00:00,Guard,1,160,6-5,2024
1629661,Cameron Johnson,1996-03-03T00:00:00,Forward,1,210,6-8,2019
1630552,Jalen Johnson,2001-12-18T00:00:00,Forward,1,219,6-8,2021
201949,James Johnson,1987-02-20T00:00:00,Forward,1,240,6-7,2009
1629640,Keldon Johnson,1999-10-11T00:00:00,Forward-Guard,1,220,6-5,2019
1630553,Keon Johnson,2002-03-10T00:00:00,Guard,1,185,6-5,2021
1642352,Keshad Johnson,2001-06-23T00:00:00,Forward,1,225,6-7,Undrafted
203999,Nikola Jokić,1995-02-19T00:00:00,Center,1,284,6-11,2014
1641732,Colby Jones,2002-05-28T00:00:00,Guard,1,207,6-6,2023
1641794,Dillon Jones,2001-10-29T00:00:00,Forward,1,235,6-5,2024
1630529,Herbert Jones,1998-10-06T00:00:00,Forward,1,206,6-7,2021
1642403,Isaac Jones,2000-07-11T00:00:00,Forward,1,245,6-9,Undrafted
1630539,Kai Jones,2001-01-19T00:00:00,Center-Forward,1,221,6-11,2021
1630222,Mason Jones,1998-07-21T00:00:00,Guard,1,200,6-4,Undrafted
1642461,Spencer Jones,2001-06-14T00:00:00,Forward,1,225,6-7,Undrafted
1630200,Tre Jones,2000-01-08T00:00:00,Guard,1,185,6-1,2020
1626145,Tyus Jones,1996-05-10T00:00:00,Guard,1,196,6-1,2015
1627884,Derrick Jones Jr.,1997-02-15T00:00:00,Forward,1,210,6-6,Undrafted
201599,DeAndre Jordan,1988-07-21T00:00:00,Center,1,265,6-11,2008
202709,Cory Joseph,1991-08-20T00:00:00,Guard,1,200,6-2,2011
1631107,Nikola Jović,2003-06-09T00:00:00,Forward,1,205,6-10,2022
1630548,Johnny Juzang,2001-03-17T00:00:00,Guard,1,226,6-5,Undrafted
1642530,Yuki Kawamura,2001-05-02T00:00:00,Guard,1,159,5-8,Undrafted
1630283,Kylor Kelley,1997-08-26T00:00:00,Center,0,230,7-0,Undrafted
